key,developer,tester,lead_time_hours
CC-2890,jr,rMa,7.8829240798950195
CC-3278,et,ula,48.168121337890625
TS-450,gea,dro,1.638972282409668
CC-3024,im,rMa,52.76841354370117
CC-2561,wj,ula,23.790372848510742
CC-3437,vp,dro,39.43401336669922
CC-2682,jr,rMa,48.70281982421875
CC-3340,et,ula,17.983726501464844
CC-3557,gea,dro,22.78342056274414
